Date,Hora,Zone,Demand
07/02/2016,16,GERENCIA,1790.59
07/02/2016,17,GERENCIA,1791.75
07/02/2016,18,GERENCIA,1768.67
07/02/2016,19,GERENCIA,1783.91
07/02/2016,20,GERENCIA,1902.68
07/02/2016,21,GERENCIA,1929.47
07/02/2016,22,GERENCIA,1917.84
07/02/2016,23,GERENCIA,1870.59
07/02/2016,24,GERENCIA,1799.76
08/02/2016,1,GERENCIA,1699.96
08/02/2016,2,GERENCIA,1634.81
08/02/2016,3,GERENCIA,1600.92
08/02/2016,4,GERENCIA,1576.34
08/02/2016,5,GERENCIA,1580.38
08/02/2016,6,GERENCIA,1599.47
08/02/2016,7,GERENCIA,1663.8
08/02/2016,8,GERENCIA,1752.26
08/02/2016,9,GERENCIA,1819.99
08/02/2016,10,GERENCIA,1887.66
08/02/2016,11,GERENCIA,1953.44
08/02/2016,12,GERENCIA,1994.34
08/02/2016,13,GERENCIA,2044.44
08/02/2016,14,GERENCIA,2040.19
08/02/2016,15,GERENCIA,2044.42
08/02/2016,16,GERENCIA,2051.11
08/02/2016,17,GERENCIA,2051.19
08/02/2016,18,GERENCIA,2026.65
08/02/2016,19,GERENCIA,2021.28
08/02/2016,20,GERENCIA,2093.41
08/02/2016,21,GERENCIA,2088.31
08/02/2016,22,GERENCIA,2055.91
08/02/2016,23,GERENCIA,1980.89
08/02/2016,24,GERENCIA,1881.69
09/02/2016,1,GERENCIA,1789.48
09/02/2016,2,GERENCIA,1722.15
09/02/2016,3,GERENCIA,1679.09
09/02/2016,4,GERENCIA,1652.41
09/02/2016,5,GERENCIA,1655.39
09/02/2016,6,GERENCIA,1670.56
09/02/2016,7,GERENCIA,1730.14
09/02/2016,8,GERENCIA,1814.13
09/02/2016,9,GERENCIA,1878.41
09/02/2016,10,GERENCIA,1942.83
09/02/2016,11,GERENCIA,1996.43
09/02/2016,12,GERENCIA,2049.61
09/02/2016,13,GERENCIA,2094.2
09/02/2016,14,GERENCIA,2116.37
09/02/2016,15,GERENCIA,2119.66
09/02/2016,16,GERENCIA,2126.66
09/02/2016,17,GERENCIA,2131.15
09/02/2016,18,GERENCIA,2113.75
09/02/2016,19,GERENCIA,2076.05
09/02/2016,20,GERENCIA,2122.5
09/02/2016,21,GERENCIA,2129.01
09/02/2016,22,GERENCIA,2103.99
09/02/2016,23,GERENCIA,2060.73
09/02/2016,24,GERENCIA,1948.06
10/02/2016,1,GERENCIA,1855.59
10/02/2016,2,GERENCIA,1801.53
10/02/2016,3,GERENCIA,1745.19
10/02/2016,4,GERENCIA,1705.99
10/02/2016,5,GERENCIA,1687.04
10/02/2016,6,GERENCIA,1698.2
10/02/2016,7,GERENCIA,1746.34
10/02/2016,8,GERENCIA,1828.1
10/02/2016,9,GERENCIA,1896.48
10/02/2016,10,GERENCIA,1968.33
10/02/2016,11,GERENCIA,2035.27
10/02/2016,12,GERENCIA,2104.7
10/02/2016,13,GERENCIA,2145.32
10/02/2016,14,GERENCIA,2151.41
10/02/2016,15,GERENCIA,2169.69
10/02/2016,16,GERENCIA,2193.28
10/02/2016,17,GERENCIA,2209.82
10/02/2016,18,GERENCIA,2194.17
10/02/2016,19,GERENCIA,2149.47
10/02/2016,20,GERENCIA,2213.73
10/02/2016,21,GERENCIA,2222.23
10/02/2016,22,GERENCIA,2200.31
10/02/2016,23,GERENCIA,2128.41
10/02/2016,24,GERENCIA,2026.46
11/02/2016,1,GERENCIA,1950.11
11/02/2016,2,GERENCIA,1867.58
11/02/2016,3,GERENCIA,1813.63
11/02/2016,4,GERENCIA,1770.51
11/02/2016,5,GERENCIA,1759.08
11/02/2016,6,GERENCIA,1767.07
11/02/2016,7,GERENCIA,1824.01
11/02/2016,8,GERENCIA,1910.2
11/02/2016,9,GERENCIA,1948.81
11/02/2016,10,GERENCIA,2005.02
11/02/2016,11,GERENCIA,2089.4
11/02/2016,12,GERENCIA,2167.39
11/02/2016,13,GERENCIA,2216.04
11/02/2016,14,GERENCIA,2228.58
11/02/2016,15,GERENCIA,2259.26
11/02/2016,16,GERENCIA,2285.16
11/02/2016,17,GERENCIA,2284.45
11/02/2016,18,GERENCIA,2264.1
11/02/2016,19,GERENCIA,2206.08
11/02/2016,20,GERENCIA,2265.9
11/02/2016,21,GERENCIA,2268.64
11/02/2016,22,GERENCIA,2241.72
11/02/2016,23,GERENCIA,2160.79
11/02/2016,24,GERENCIA,2046.62
12/02/2016,1,GERENCIA,1960.12
12/02/2016,2,GERENCIA,1880.58
12/02/2016,3,GERENCIA,1827.19
12/02/2016,4,GERENCIA,1787.11
12/02/2016,5,GERENCIA,1778.63
12/02/2016,6,GERENCIA,1778.93
12/02/2016,7,GERENCIA,1834.18
12/02/2016,8,GERENCIA,1916.27
12/02/2016,9,GERENCIA,1955.81
12/02/2016,10,GERENCIA,2016.77
12/02/2016,11,GERENCIA,2091.07
12/02/2016,12,GERENCIA,2151.96
12/02/2016,13,GERENCIA,2201.9
12/02/2016,14,GERENCIA,2220.88
12/02/2016,15,GERENCIA,2252.43
12/02/2016,16,GERENCIA,2286.44
12/02/2016,17,GERENCIA,2285.36
12/02/2016,18,GERENCIA,2282.01
12/02/2016,19,GERENCIA,2226.43
12/02/2016,20,GERENCIA,2275.59
12/02/2016,21,GERENCIA,2264
12/02/2016,22,GERENCIA,2221.29
12/02/2016,23,GERENCIA,2124.61
12/02/2016,24,GERENCIA,2045.69
13/02/2016,1,GERENCIA,1963.25
13/02/2016,2,GERENCIA,1880.75
13/02/2016,3,GERENCIA,1805.99
13/02/2016,4,GERENCIA,1771.98
13/02/2016,5,GERENCIA,1753.9
13/02/2016,6,GERENCIA,1752.4
13/02/2016,7,GERENCIA,1779.11
13/02/2016,8,GERENCIA,1809.84
13/02/2016,9,GERENCIA,1858.34
13/02/2016,10,GERENCIA,1977.07
13/02/2016,11,GERENCIA,2046.69
13/02/2016,12,GERENCIA,2107.78
13/02/2016,13,GERENCIA,2163.22
13/02/2016,14,GERENCIA,2177.32
13/02/2016,15,GERENCIA,2199.73
13/02/2016,16,GERENCIA,2190.65
13/02/2016,17,GERENCIA,2185.98
13/02/2016,18,GERENCIA,2163.14
13/02/2016,19,GERENCIA,2141.5
13/02/2016,20,GERENCIA,2215.4
13/02/2016,21,GERENCIA,2252.17
13/02/2016,22,GERENCIA,2185.75
13/02/2016,23,GERENCIA,2108.12
13/02/2016,24,GERENCIA,2020.8
14/02/2016,1,GERENCIA,1915.14
14/02/2016,2,GERENCIA,1839.11
14/02/2016,3,GERENCIA,1771.18
14/02/2016,4,GERENCIA,1732.71
14/02/2016,5,GERENCIA,1706.27
14/02/2016,6,GERENCIA,1680.35
14/02/2016,7,GERENCIA,1693.22
14/02/2016,8,GERENCIA,1660.49
14/02/2016,9,GERENCIA,1658.44
14/02/2016,10,GERENCIA,1762.77
14/02/2016,11,GERENCIA,1815.25
14/02/2016,12,GERENCIA,1876.92
14/02/2016,13,GERENCIA,1912.3
14/02/2016,14,GERENCIA,1931.73
14/02/2016,15,GERENCIA,1951.87
14/02/2016,16,GERENCIA,1953.83
14/02/2016,17,GERENCIA,1946.09
14/02/2016,18,GERENCIA,1927.53
14/02/2016,19,GERENCIA,1905.95
14/02/2016,20,GERENCIA,1979.17
14/02/2016,21,GERENCIA,2047.97
14/02/2016,22,GERENCIA,2041.79
14/02/2016,23,GERENCIA,2002.35
14/02/2016,24,GERENCIA,1929.26
15/02/2016,1,GERENCIA,1822.37
15/02/2016,2,GERENCIA,1750.31
15/02/2016,3,GERENCIA,1703.96
15/02/2016,4,GERENCIA,1667.83
15/02/2016,5,GERENCIA,1661.52
15/02/2016,6,GERENCIA,1673.29
15/02/2016,7,GERENCIA,1719.34
15/02/2016,8,GERENCIA,1801.64
15/02/2016,9,GERENCIA,1842.55
15/02/2016,10,GERENCIA,1944.14
15/02/2016,11,GERENCIA,2026.85
15/02/2016,12,GERENCIA,2105.61
15/02/2016,13,GERENCIA,2168.14
15/02/2016,14,GERENCIA,2208.69
15/02/2016,15,GERENCIA,2238.18
15/02/2016,16,GERENCIA,2267.78
15/02/2016,17,GERENCIA,2277.56
15/02/2016,18,GERENCIA,2259.58
15/02/2016,19,GERENCIA,2215.07
15/02/2016,20,GERENCIA,2271.5
15/02/2016,21,GERENCIA,2290.03
15/02/2016,22,GERENCIA,2254.32
15/02/2016,23,GERENCIA,2165.6
15/02/2016,24,GERENCIA,2057.83
16/02/2016,1,GERENCIA,1964.41
16/02/2016,2,GERENCIA,1869.97
16/02/2016,3,GERENCIA,1803.7
16/02/2016,4,GERENCIA,1774.27
16/02/2016,5,GERENCIA,1759.31
16/02/2016,6,GERENCIA,1751.62
16/02/2016,7,GERENCIA,1783.8
16/02/2016,8,GERENCIA,1863.99
16/02/2016,9,GERENCIA,1890.53
16/02/2016,10,GERENCIA,1968.05
16/02/2016,11,GERENCIA,2047.72
16/02/2016,12,GERENCIA,2113.94
16/02/2016,13,GERENCIA,2183.96
16/02/2016,14,GERENCIA,2205.04
16/02/2016,15,GERENCIA,2224.71
16/02/2016,16,GERENCIA,2239.26
16/02/2016,17,GERENCIA,2257.98
16/02/2016,18,GERENCIA,2248.32
16/02/2016,19,GERENCIA,2200.9
16/02/2016,20,GERENCIA,2259.88
16/02/2016,21,GERENCIA,2285.66
16/02/2016,22,GERENCIA,2244.42
16/02/2016,23,GERENCIA,2169.26
16/02/2016,24,GERENCIA,2091.13
17/02/2016,1,GERENCIA,1978.56
17/02/2016,2,GERENCIA,1893.82
17/02/2016,3,GERENCIA,1845.58
17/02/2016,4,GERENCIA,1797.59
17/02/2016,5,GERENCIA,1778.89
17/02/2016,6,GERENCIA,1773.35
17/02/2016,7,GERENCIA,1808.78
17/02/2016,8,GERENCIA,1879.3
17/02/2016,9,GERENCIA,1928.54
17/02/2016,10,GERENCIA,2012.01
17/02/2016,11,GERENCIA,2084.8
17/02/2016,12,GERENCIA,2154.13
17/02/2016,13,GERENCIA,2220.84
17/02/2016,14,GERENCIA,2244.62
17/02/2016,15,GERENCIA,2284.65
17/02/2016,16,GERENCIA,2317.45
17/02/2016,17,GERENCIA,2337.32
17/02/2016,18,GERENCIA,2317.66
17/02/2016,19,GERENCIA,2268.52
17/02/2016,20,GERENCIA,2308.87
17/02/2016,21,GERENCIA,2320.98
17/02/2016,22,GERENCIA,2285.59
17/02/2016,23,GERENCIA,2202.05
17/02/2016,24,GERENCIA,2111.45
18/02/2016,1,GERENCIA,1984.41
18/02/2016,2,GERENCIA,1916.48
18/02/2016,3,GERENCIA,1850.61
18/02/2016,4,GERENCIA,1801.79
18/02/2016,5,GERENCIA,1808.28
18/02/2016,6,GERENCIA,1804.59
18/02/2016,7,GERENCIA,1849.55
18/02/2016,8,GERENCIA,1896.17
18/02/2016,9,GERENCIA,1927.23
18/02/2016,10,GERENCIA,1965.95
18/02/2016,11,GERENCIA,2040.69
18/02/2016,12,GERENCIA,2121.24
18/02/2016,13,GERENCIA,2200.09
18/02/2016,14,GERENCIA,2237.54
18/02/2016,15,GERENCIA,2269.26
18/02/2016,16,GERENCIA,2309.68
18/02/2016,17,GERENCIA,2330.57
18/02/2016,18,GERENCIA,2300.49
18/02/2016,19,GERENCIA,2242.81
18/02/2016,20,GERENCIA,2278.67
18/02/2016,21,GERENCIA,2275.03
18/02/2016,22,GERENCIA,2270.64
18/02/2016,23,GERENCIA,2177.81
18/02/2016,24,GERENCIA,2076.15
19/02/2016,1,GERENCIA,1997.5
19/02/2016,2,GERENCIA,1892.88
19/02/2016,3,GERENCIA,1853.1
19/02/2016,4,GERENCIA,1826.42
19/02/2016,5,GERENCIA,1817.77
19/02/2016,6,GERENCIA,1822.25
19/02/2016,7,GERENCIA,1859.09
19/02/2016,8,GERENCIA,1924.91
19/02/2016,9,GERENCIA,1970.8
19/02/2016,10,GERENCIA,1999.52
19/02/2016,11,GERENCIA,2066.03
19/02/2016,12,GERENCIA,2176.09
19/02/2016,13,GERENCIA,2256.6
19/02/2016,14,GERENCIA,2287.66
19/02/2016,15,GERENCIA,2286.23
19/02/2016,16,GERENCIA,2323.04
19/02/2016,17,GERENCIA,2331.54
19/02/2016,18,GERENCIA,2313.38
19/02/2016,19,GERENCIA,2264.71
19/02/2016,20,GERENCIA,2309.5
19/02/2016,21,GERENCIA,2302.03
19/02/2016,22,GERENCIA,2270.05
19/02/2016,23,GERENCIA,2206.63
19/02/2016,24,GERENCIA,2126.78
20/02/2016,1,GERENCIA,2050.27
20/02/2016,2,GERENCIA,1971.86
20/02/2016,3,GERENCIA,1910.28
20/02/2016,4,GERENCIA,1874.33
20/02/2016,5,GERENCIA,1858.93
20/02/2016,6,GERENCIA,1818.91
20/02/2016,7,GERENCIA,1866.99
20/02/2016,8,GERENCIA,1879.49
20/02/2016,9,GERENCIA,1921.03
20/02/2016,10,GERENCIA,2020.58
20/02/2016,11,GERENCIA,2090.85
20/02/2016,12,GERENCIA,2164.31
20/02/2016,13,GERENCIA,2217.73
20/02/2016,14,GERENCIA,2235.06
20/02/2016,15,GERENCIA,2246.02
20/02/2016,16,GERENCIA,2251.69
20/02/2016,17,GERENCIA,2244.77
20/02/2016,18,GERENCIA,2216.92
20/02/2016,19,GERENCIA,2181.15
20/02/2016,20,GERENCIA,2238.25
20/02/2016,21,GERENCIA,2217.13
20/02/2016,22,GERENCIA,2170.04
20/02/2016,23,GERENCIA,2112.1
20/02/2016,24,GERENCIA,2055.21
21/02/2016,1,GERENCIA,1994.43
21/02/2016,2,GERENCIA,1914.66
21/02/2016,3,GERENCIA,1868.12
21/02/2016,4,GERENCIA,1816.74
21/02/2016,5,GERENCIA,1803.27
21/02/2016,6,GERENCIA,1792.77
21/02/2016,7,GERENCIA,1781.82
21/02/2016,8,GERENCIA,1767.03
21/02/2016,9,GERENCIA,1766.9
21/02/2016,10,GERENCIA,1830.6
21/02/2016,11,GERENCIA,1925.88
21/02/2016,12,GERENCIA,1971.15
21/02/2016,13,GERENCIA,2009.61
21/02/2016,14,GERENCIA,2032.94
21/02/2016,15,GERENCIA,2046.85
21/02/2016,16,GERENCIA,2042.89
21/02/2016,17,GERENCIA,2029.6
21/02/2016,18,GERENCIA,1996.83
21/02/2016,19,GERENCIA,1985.47
21/02/2016,20,GERENCIA,2068.9
21/02/2016,21,GERENCIA,2135.92
21/02/2016,22,GERENCIA,2151.97
21/02/2016,23,GERENCIA,2108.3
21/02/2016,24,GERENCIA,2044.81
22/02/2016,1,GERENCIA,1915.98
22/02/2016,2,GERENCIA,1838.2
22/02/2016,3,GERENCIA,1797.38
22/02/2016,4,GERENCIA,1756.77
22/02/2016,5,GERENCIA,1748.12
22/02/2016,6,GERENCIA,1737.87
22/02/2016,7,GERENCIA,1787.75
22/02/2016,8,GERENCIA,1874.62
22/02/2016,9,GERENCIA,1919.92
22/02/2016,10,GERENCIA,2040.72
22/02/2016,11,GERENCIA,2102.08
22/02/2016,12,GERENCIA,2172.15
22/02/2016,13,GERENCIA,2243.16
22/02/2016,14,GERENCIA,2284.6
22/02/2016,15,GERENCIA,2301.35
22/02/2016,16,GERENCIA,2338.89
22/02/2016,17,GERENCIA,2354.05
22/02/2016,18,GERENCIA,2332.89
22/02/2016,19,GERENCIA,2271.31
22/02/2016,20,GERENCIA,2308.63
22/02/2016,21,GERENCIA,2340.56
22/02/2016,22,GERENCIA,2314.93
22/02/2016,23,GERENCIA,2251.1
22/02/2016,24,GERENCIA,2149.21
23/02/2016,1,GERENCIA,2072.79
23/02/2016,2,GERENCIA,1969.38
23/02/2016,3,GERENCIA,1912.36
23/02/2016,4,GERENCIA,1857.56
23/02/2016,5,GERENCIA,1838.7
23/02/2016,6,GERENCIA,1828.69
23/02/2016,7,GERENCIA,1876.24
23/02/2016,8,GERENCIA,1946.37
23/02/2016,9,GERENCIA,1971.75
23/02/2016,10,GERENCIA,2060.2
23/02/2016,11,GERENCIA,2142.5
23/02/2016,12,GERENCIA,2207.33
23/02/2016,13,GERENCIA,2268.61
23/02/2016,14,GERENCIA,2290.9
23/02/2016,15,GERENCIA,2316.32
23/02/2016,16,GERENCIA,2344.44
23/02/2016,17,GERENCIA,2357.08
23/02/2016,18,GERENCIA,2348.44
23/02/2016,19,GERENCIA,2289.92
23/02/2016,20,GERENCIA,2311.95
23/02/2016,21,GERENCIA,2336.09
23/02/2016,22,GERENCIA,2309.6
23/02/2016,23,GERENCIA,2233.46
23/02/2016,24,GERENCIA,2131.73
24/02/2016,1,GERENCIA,2047.42
24/02/2016,2,GERENCIA,1958.11
24/02/2016,3,GERENCIA,1907.2
24/02/2016,4,GERENCIA,1873.52
24/02/2016,5,GERENCIA,1844.97
24/02/2016,6,GERENCIA,1817.21
24/02/2016,7,GERENCIA,1885.25
24/02/2016,8,GERENCIA,1942.61
24/02/2016,9,GERENCIA,1965.2
24/02/2016,10,GERENCIA,2053.61
24/02/2016,11,GERENCIA,2142.79
24/02/2016,12,GERENCIA,2203.4
24/02/2016,13,GERENCIA,2253.96
24/02/2016,14,GERENCIA,2272.38
24/02/2016,15,GERENCIA,2302.76
24/02/2016,16,GERENCIA,2336.72
24/02/2016,17,GERENCIA,2350.73
24/02/2016,18,GERENCIA,2328.28
24/02/2016,19,GERENCIA,2273.45
24/02/2016,20,GERENCIA,2303.18
24/02/2016,21,GERENCIA,2336.04
24/02/2016,22,GERENCIA,2309.32
24/02/2016,23,GERENCIA,2235.22
24/02/2016,24,GERENCIA,2138.85
25/02/2016,1,GERENCIA,2045.69
25/02/2016,2,GERENCIA,1971.57
25/02/2016,3,GERENCIA,1899.06
25/02/2016,4,GERENCIA,1856.31
25/02/2016,5,GERENCIA,1843.88
25/02/2016,6,GERENCIA,1843.63
25/02/2016,7,GERENCIA,1877.65
25/02/2016,8,GERENCIA,1956.61
25/02/2016,9,GERENCIA,1980.17
25/02/2016,10,GERENCIA,2054.75
25/02/2016,11,GERENCIA,2135.96
25/02/2016,12,GERENCIA,2198.69
25/02/2016,13,GERENCIA,2263.22
25/02/2016,14,GERENCIA,2283.06
25/02/2016,15,GERENCIA,2305.98
25/02/2016,16,GERENCIA,2330.44
25/02/2016,17,GERENCIA,2343.97
25/02/2016,18,GERENCIA,2314.81
25/02/2016,19,GERENCIA,2262.34
25/02/2016,20,GERENCIA,2293.55
25/02/2016,21,GERENCIA,2321.86
25/02/2016,22,GERENCIA,2277.64
25/02/2016,23,GERENCIA,2214.49
25/02/2016,24,GERENCIA,2127.62
26/02/2016,1,GERENCIA,2053.21
26/02/2016,2,GERENCIA,1956.1
26/02/2016,3,GERENCIA,1896.34
26/02/2016,4,GERENCIA,1861.22
26/02/2016,5,GERENCIA,1827.54
26/02/2016,6,GERENCIA,1795.48
26/02/2016,7,GERENCIA,1848.84
26/02/2016,8,GERENCIA,1908.98
26/02/2016,9,GERENCIA,1956.09
26/02/2016,10,GERENCIA,2081.84
26/02/2016,11,GERENCIA,2162
26/02/2016,12,GERENCIA,2232.39
26/02/2016,13,GERENCIA,2284.15
26/02/2016,14,GERENCIA,2291.81
26/02/2016,15,GERENCIA,2321.56
26/02/2016,16,GERENCIA,2347.82
26/02/2016,17,GERENCIA,2352.25
26/02/2016,18,GERENCIA,2325.39
26/02/2016,19,GERENCIA,2269.38
26/02/2016,20,GERENCIA,2267.47
26/02/2016,21,GERENCIA,2288.94
26/02/2016,22,GERENCIA,2250.55
26/02/2016,23,GERENCIA,2175.18
26/02/2016,24,GERENCIA,2108.37
27/02/2016,1,GERENCIA,2031.83
27/02/2016,2,GERENCIA,1952.7
27/02/2016,3,GERENCIA,1889.51
27/02/2016,4,GERENCIA,1853.26
27/02/2016,5,GERENCIA,1825.65
27/02/2016,6,GERENCIA,1818.41
27/02/2016,7,GERENCIA,1835.11
27/02/2016,8,GERENCIA,1838.28
27/02/2016,9,GERENCIA,1896.12
27/02/2016,10,GERENCIA,2020.23
27/02/2016,11,GERENCIA,2102.82
27/02/2016,12,GERENCIA,2158.06
27/02/2016,13,GERENCIA,2219.99
27/02/2016,14,GERENCIA,2252.93
27/02/2016,15,GERENCIA,2257.56
27/02/2016,16,GERENCIA,2278.88
27/02/2016,17,GERENCIA,2284.52
27/02/2016,18,GERENCIA,2250.9
27/02/2016,19,GERENCIA,2196.78
27/02/2016,20,GERENCIA,2235.32
27/02/2016,21,GERENCIA,2296.72
27/02/2016,22,GERENCIA,2253.74
27/02/2016,23,GERENCIA,2184.52
27/02/2016,24,GERENCIA,2098.28
28/02/2016,1,GERENCIA,1991.47
28/02/2016,2,GERENCIA,1911.13
28/02/2016,3,GERENCIA,1844.93
28/02/2016,4,GERENCIA,1798.78
28/02/2016,5,GERENCIA,1773.07
28/02/2016,6,GERENCIA,1748.33
28/02/2016,7,GERENCIA,1754.87
28/02/2016,8,GERENCIA,1736.65
28/02/2016,9,GERENCIA,1749.9
28/02/2016,10,GERENCIA,1820.24
28/02/2016,11,GERENCIA,1904.51
28/02/2016,12,GERENCIA,1963.63
28/02/2016,13,GERENCIA,1994.87
28/02/2016,14,GERENCIA,2012.15
28/02/2016,15,GERENCIA,2042.26
28/02/2016,16,GERENCIA,2055.63
28/02/2016,17,GERENCIA,2058.53
28/02/2016,18,GERENCIA,2040.92
28/02/2016,19,GERENCIA,2011.24
28/02/2016,20,GERENCIA,2054.78
28/02/2016,21,GERENCIA,2103.79
28/02/2016,22,GERENCIA,2100.93
28/02/2016,23,GERENCIA,2077.29
28/02/2016,24,GERENCIA,1994.95
29/02/2016,1,GERENCIA,1899.83
29/02/2016,2,GERENCIA,1847.69
29/02/2016,3,GERENCIA,1805.25
29/02/2016,4,GERENCIA,1768.22
29/02/2016,5,GERENCIA,1757.91
29/02/2016,6,GERENCIA,1755.6
29/02/2016,7,GERENCIA,1817.68
29/02/2016,8,GERENCIA,1876.4
29/02/2016,9,GERENCIA,1910.4
29/02/2016,10,GERENCIA,2025.56
29/02/2016,11,GERENCIA,2125.37
29/02/2016,12,GERENCIA,2191.77
29/02/2016,13,GERENCIA,2282.15
29/02/2016,14,GERENCIA,2297.26
29/02/2016,15,GERENCIA,2297.52
29/02/2016,16,GERENCIA,2337.77
29/02/2016,17,GERENCIA,2366.96
29/02/2016,18,GERENCIA,2360.7
29/02/2016,19,GERENCIA,2295.48
29/02/2016,20,GERENCIA,2310.65
29/02/2016,21,GERENCIA,2362.77
29/02/2016,22,GERENCIA,2341.48
29/02/2016,23,GERENCIA,2265.55
29/02/2016,24,GERENCIA,2182.88
01/03/2016,1,GERENCIA,2085.93
01/03/2016,2,GERENCIA,1989.73
01/03/2016,3,GERENCIA,1940.22
01/03/2016,4,GERENCIA,1887.99
01/03/2016,5,GERENCIA,1863.03
01/03/2016,6,GERENCIA,1864.46
01/03/2016,7,GERENCIA,1904.05
01/03/2016,8,GERENCIA,1952.01
01/03/2016,9,GERENCIA,1977.47
01/03/2016,10,GERENCIA,2054.76
01/03/2016,11,GERENCIA,2122.99
01/03/2016,12,GERENCIA,2177.16
01/03/2016,13,GERENCIA,2227.36
01/03/2016,14,GERENCIA,2262.15
01/03/2016,15,GERENCIA,2291.46
01/03/2016,16,GERENCIA,2328.08
01/03/2016,17,GERENCIA,2354.49
01/03/2016,18,GERENCIA,2323.59
01/03/2016,19,GERENCIA,2264.84
01/03/2016,20,GERENCIA,2267.62
01/03/2016,21,GERENCIA,2318.44
01/03/2016,22,GERENCIA,2312.35
01/03/2016,23,GERENCIA,2287
01/03/2016,24,GERENCIA,2200.88
02/03/2016,1,GERENCIA,2094.62
02/03/2016,2,GERENCIA,1998.42
02/03/2016,3,GERENCIA,1937.13
02/03/2016,4,GERENCIA,1886.87
02/03/2016,5,GERENCIA,1878.87
02/03/2016,6,GERENCIA,1881.1
02/03/2016,7,GERENCIA,1929.53
02/03/2016,8,GERENCIA,1979.19
02/03/2016,9,GERENCIA,2010.3
02/03/2016,10,GERENCIA,2105.48
02/03/2016,11,GERENCIA,2193.08
02/03/2016,12,GERENCIA,2263.85
02/03/2016,13,GERENCIA,2337.81
02/03/2016,14,GERENCIA,2377.81
02/03/2016,15,GERENCIA,2419.84
02/03/2016,16,GERENCIA,2461.73
02/03/2016,17,GERENCIA,2489.97
02/03/2016,18,GERENCIA,2478.61
02/03/2016,19,GERENCIA,2406.17
02/03/2016,20,GERENCIA,2393.01
02/03/2016,21,GERENCIA,2435.4
02/03/2016,22,GERENCIA,2416.4
02/03/2016,23,GERENCIA,2361.83
02/03/2016,24,GERENCIA,2269.36
03/03/2016,1,GERENCIA,2161.46
03/03/2016,2,GERENCIA,2067.28
03/03/2016,3,GERENCIA,2006.82
03/03/2016,4,GERENCIA,1955.1
03/03/2016,5,GERENCIA,1922.31
03/03/2016,6,GERENCIA,1910.61
03/03/2016,7,GERENCIA,1968.95
03/03/2016,8,GERENCIA,2014.44
03/03/2016,9,GERENCIA,2041.29
03/03/2016,10,GERENCIA,2130.38
03/03/2016,11,GERENCIA,2226.85
03/03/2016,12,GERENCIA,2296.31
03/03/2016,13,GERENCIA,2385.67
03/03/2016,14,GERENCIA,2419.99
03/03/2016,15,GERENCIA,2461.59
03/03/2016,16,GERENCIA,2502.29
03/03/2016,17,GERENCIA,2519.01
03/03/2016,18,GERENCIA,2509.95
03/03/2016,19,GERENCIA,2431.64
03/03/2016,20,GERENCIA,2422.65
03/03/2016,21,GERENCIA,2466.76
03/03/2016,22,GERENCIA,2436.01
03/03/2016,23,GERENCIA,2370.42
03/03/2016,24,GERENCIA,2279.82
04/03/2016,1,GERENCIA,2176.85
04/03/2016,2,GERENCIA,2077.31
04/03/2016,3,GERENCIA,2026.83
04/03/2016,4,GERENCIA,1970.73
04/03/2016,5,GERENCIA,1943.81
04/03/2016,6,GERENCIA,1930.18
04/03/2016,7,GERENCIA,1965.27
04/03/2016,8,GERENCIA,2003.95
04/03/2016,9,GERENCIA,2025.57
04/03/2016,10,GERENCIA,2122.9
04/03/2016,11,GERENCIA,2225.71
04/03/2016,12,GERENCIA,2309.19
04/03/2016,13,GERENCIA,2398.01
04/03/2016,14,GERENCIA,2424.61
04/03/2016,15,GERENCIA,2458.03
04/03/2016,16,GERENCIA,2487.56
04/03/2016,17,GERENCIA,2505.46
04/03/2016,18,GERENCIA,2486.29
04/03/2016,19,GERENCIA,2407.26
04/03/2016,20,GERENCIA,2400.69
04/03/2016,21,GERENCIA,2434.57
04/03/2016,22,GERENCIA,2394.44
04/03/2016,23,GERENCIA,2346.43
04/03/2016,24,GERENCIA,2273.5
05/03/2016,1,GERENCIA,2180.47
05/03/2016,2,GERENCIA,2093.98
05/03/2016,3,GERENCIA,2033.13
05/03/2016,4,GERENCIA,1964.92
05/03/2016,5,GERENCIA,1921.54
05/03/2016,6,GERENCIA,1921.83
05/03/2016,7,GERENCIA,1922.91
05/03/2016,8,GERENCIA,1918.91
05/03/2016,9,GERENCIA,1965.65
05/03/2016,10,GERENCIA,2078.29
05/03/2016,11,GERENCIA,2177.75
05/03/2016,12,GERENCIA,2253.45
05/03/2016,13,GERENCIA,2320.78
05/03/2016,14,GERENCIA,2359.66
05/03/2016,15,GERENCIA,2383.38
05/03/2016,16,GERENCIA,2386.8
05/03/2016,17,GERENCIA,2390.15
05/03/2016,18,GERENCIA,2371.32
05/03/2016,19,GERENCIA,2306.74
05/03/2016,20,GERENCIA,2319.65
05/03/2016,21,GERENCIA,2381.03
05/03/2016,22,GERENCIA,2336.82
05/03/2016,23,GERENCIA,2265.51
05/03/2016,24,GERENCIA,2185.77
06/03/2016,1,GERENCIA,2093.89
06/03/2016,2,GERENCIA,2003.54
06/03/2016,3,GERENCIA,1940.36
06/03/2016,4,GERENCIA,1868.52
06/03/2016,5,GERENCIA,1813.74
06/03/2016,6,GERENCIA,1807.28
06/03/2016,7,GERENCIA,1798.68
06/03/2016,8,GERENCIA,1752.9
06/03/2016,9,GERENCIA,1774.94
